Title,Ratings,Original_Price,Manufacturing_Date,Expiry_Date,total_days,Demand,Demand_rank,days_remaining,Discount_Percentage,discount,ProductName_encoded
CavinsRabdi Milkshake,4.2,180.0,2023-07-29,2023-08-28,30,Medium,1.0,0,10.71,0.0,130
NescafeIced Latte,4.2,200.0,2023-12-06,2024-01-05,30,Medium,1.0,0,11.26,0.0,376
JerseyBadam Flavoured,4.2,120.0,2024-06-03,2024-07-03,30,Medium,1.0,0,10.63,0.0,261
MTRBadam Drink4.2102,4.2,240.0,2024-11-12,2024-12-12,30,Medium,1.0,0,10.87,0.0,304
Godrej JerseyPista,4.2,35.0,2023-12-18,2024-01-17,30,Medium,1.0,0,11.07,0.0,219
RealMilk Power,4.1,120.0,2023-08-25,2023-09-24,30,Medium,1.0,0,11.8,0.0,461
RealMilk Power,4.1,140.0,2025-01-16,2025-02-15,30,Medium,1.0,17,10.53,6.39,461
HeritageChocolate &,4.0,40.0,2023-06-03,2023-07-03,30,Medium,1.0,0,11.84,0.0,234
RealMilk Power,4.1,140.0,2023-01-14,2023-02-13,30,Medium,1.0,0,10.15,0.0,461
"StoriaBadam Shake,",4.1,135.0,2023-07-11,2023-08-10,30,Medium,1.0,0,11.21,0.0,506
GovindSterilized Homogenized,4.1,30.0,2023-11-17,2023-12-17,30,Medium,1.0,0,10.66,0.0,224
GovindSterilized Homogenized,4.1,30.0,2023-10-16,2023-11-15,30,Medium,1.0,0,11.56,0.0,224
GovindSterilized Homogenized,4.1,30.0,2024-04-09,2024-05-09,30,Medium,1.0,0,10.62,0.0,224
GovindSterilized Homogenized,4.1,30.0,2024-12-30,2025-01-29,30,Medium,1.0,0,11.2,0.0,224
"StoriaMango Shake,",4.1,135.0,2024-01-06,2024-02-05,30,Medium,1.0,0,11.91,0.0,510
Mother DairyUHT,4.1,888.0,2024-03-14,2024-04-13,30,Medium,1.0,0,10.86,0.0,355
HeritageCafe Latte-Coffee,4.1,50.0,2024-11-12,2024-12-12,30,Medium,1.0,0,10.39,0.0,233
HeritageStrawberry Milkshake4.152,4.1,40.0,2022-11-10,2022-12-10,30,Medium,1.0,0,10.67,0.0,238
RealMilk Power,4.0,140.0,2023-11-29,2023-12-29,30,Medium,1.0,0,10.29,0.0,461
HeritageChocolate &,4.0,40.0,2023-03-26,2023-04-25,30,Medium,1.0,0,10.88,0.0,234
RealMilk Power,4.1,140.0,2024-02-17,2024-03-18,30,Medium,1.0,0,10.87,0.0,461
CavinsStrawberry Milkshake,4.2,320.0,2025-03-23,2025-04-22,30,Medium,1.0,83,11.52,0.0,132
"StoriaBadam Shake,",4.1,135.0,2025-01-28,2025-02-27,30,Medium,1.0,29,11.8,0.53,506
Raw PresseryReady,3.8,330.0,2024-11-04,2024-12-04,30,Low,0.0,0,13.58,0.0,460
GovindSterilized Homogenized,4.1,30.0,2022-07-28,2022-08-27,30,Medium,1.0,0,10.59,0.0,224
GovindSterilized Homogenized,4.1,30.0,2023-01-21,2023-02-20,30,Medium,1.0,0,10.9,0.0,224
GovindSterilized Homogenized,4.1,30.0,2024-01-26,2024-02-25,30,Medium,1.0,0,10.31,0.0,224
GovindSterilized Homogenized,4.1,30.0,2025-02-18,2025-03-20,30,Medium,1.0,50,11.36,0.0,224
"StoriaMango Shake,",4.1,135.0,2024-07-27,2024-08-26,30,Medium,1.0,0,10.13,0.0,510
Mother DairyUHT,4.1,888.0,2024-02-09,2024-03-10,30,Medium,1.0,0,10.84,0.0,355
NescafeReady To,4.2,135.0,2023-01-28,2023-02-27,30,Medium,1.0,0,10.86,0.0,378
HeritageCafe Latte-Coffee,4.1,50.0,2024-02-28,2024-03-29,30,Medium,1.0,0,10.44,0.0,233
HeritageStrawberry Milkshake4.152,4.1,40.0,2023-03-04,2023-04-03,30,Medium,1.0,0,11.61,0.0,238
RealMilk Power,4.0,140.0,2023-09-20,2023-10-20,30,Medium,1.0,0,10.47,0.0,461
CavinsBadam Milkshake,4.0,180.0,2023-11-02,2023-12-02,30,Medium,1.0,0,11.04,0.0,124
JerseyVanilla Thick,4.0,160.0,2023-05-10,2023-06-09,30,Medium,1.0,0,11.9,0.0,263
JerseyThick Shake,4.0,160.0,2022-09-17,2022-10-17,30,Medium,1.0,0,10.13,0.0,262
CavinsChocolate Milkshake,4.2,320.0,2022-10-02,2022-11-01,30,Medium,1.0,0,10.89,0.0,126
Bagrry'sPlant Based,4.5,375.0,2023-11-07,2023-12-07,30,Medium,1.0,0,11.57,0.0,58
ThirumalaSterilised Double,4.0,30.0,2024-02-17,2024-03-18,30,Medium,1.0,0,11.04,0.0,585
Nandini GoodLifeBadam,4.0,25.0,2022-12-28,2023-01-27,30,Medium,1.0,0,11.07,0.0,362
AmulKool Sugar,4.0,30.0,2023-04-01,2023-05-01,30,Medium,1.0,0,10.04,0.0,42
"StoriaBanana Shake,",4.0,135.0,2023-01-21,2023-02-20,30,Medium,1.0,0,11.82,0.0,507
Godrej JerseyButter,4.0,40.0,2024-04-27,2024-05-27,30,Medium,1.0,0,11.05,0.0,216
HeritageVanilla Milkshake451,4.0,40.0,2023-06-03,2023-07-03,30,Medium,1.0,0,11.97,0.0,240
DodlaLong Life,4.0,33.0,2023-05-17,2023-06-16,30,Medium,1.0,0,11.69,0.0,162
Urban PlatterAlmond,3.9,1500.0,2023-11-01,2023-12-01,30,Medium,1.0,0,10.22,0.0,601
CavinsBadam Milkshake,4.0,180.0,2023-03-25,2023-04-24,30,Medium,1.0,0,10.36,0.0,124
JerseyVanilla Thick,4.0,160.0,2024-12-08,2025-01-07,30,Medium,1.0,0,11.27,0.0,263
JerseyThick Shake,4.0,160.0,2024-08-03,2024-09-02,30,Medium,1.0,0,10.33,0.0,262
EpigamiaTurbo Chocolate,3.2,450.0,2023-08-16,2023-09-15,30,Low,0.0,0,12.28,0.0,180
Bagrry'sPlant Based,4.5,375.0,2024-09-15,2024-10-15,30,Medium,1.0,0,10.18,0.0,58
ThirumalaSterilised Double,4.0,30.0,2023-03-22,2023-04-21,30,Medium,1.0,0,10.91,0.0,585
Nandini GoodLifeBadam,4.0,25.0,2025-01-25,2025-02-24,30,Medium,1.0,26,11.63,0.39,362
Raw PresseryAlmond,3.6,975.0,2023-10-18,2023-11-17,30,Low,0.0,0,12.96,0.0,459
AmulKool Sugar,4.0,30.0,2024-02-28,2024-03-29,30,Medium,1.0,0,11.88,0.0,42
"StoriaBanana Shake,",4.0,135.0,2024-08-08,2024-09-07,30,Medium,1.0,0,11.02,0.0,507
NescafeChoco Mocha,4.2,45.0,2024-07-12,2024-08-11,30,Medium,1.0,0,10.4,0.0,373
Godrej JerseyButter,4.0,40.0,2024-12-16,2025-01-15,30,Medium,1.0,0,11.74,0.0,216
HeritageVanilla Milkshake451,4.0,40.0,2024-04-19,2024-05-19,30,Medium,1.0,0,11.94,0.0,240
DodlaLong Life,4.0,33.0,2023-09-26,2023-10-26,30,Medium,1.0,0,11.48,0.0,162
CavinsBelgian Chocolate,4.7,40.0,2022-11-30,2022-12-30,30,High,,0,8.0,0.0,125
Tata CoffeeGold,4.0,125.0,2023-08-25,2023-09-24,30,Medium,1.0,0,10.99,0.0,555
JerseyThick Shake,3.9,160.0,2023-05-18,2023-06-17,30,Medium,1.0,0,10.29,0.0,262
HeritagePremium Badam,4.0,210.0,2024-11-22,2024-12-22,30,Medium,1.0,0,10.23,0.0,237
StoriaMilkshake -,3.9,225.0,2023-05-25,2023-06-24,30,Medium,1.0,0,11.89,0.0,511
"StoriaStrawberry Shake,",3.9,135.0,2023-09-12,2023-10-12,30,Medium,1.0,0,10.8,0.0,512
AmulPina Colada,3.9,35.0,2023-05-13,2023-06-12,30,Medium,1.0,0,10.16,0.0,43
NescafeIced Frappe,3.9,150.0,2025-02-12,2025-03-14,30,Medium,1.0,44,10.59,0.0,375
Godrej JerseyDoodh,3.9,125.0,2023-09-13,2023-10-13,30,Medium,1.0,0,11.87,0.0,217
Raw PresseryReady,3.6,330.0,2024-08-03,2024-09-02,30,Low,0.0,0,14.7,0.0,460
"StoriaKesar Shake,",3.8,120.0,2022-07-24,2022-08-23,30,Low,0.0,0,12.43,0.0,509
CavinsVanilla Milkshake,4.2,320.0,2024-01-19,2024-02-18,30,Medium,1.0,0,10.39,0.0,133
Tata CoffeeGold,4.0,125.0,2024-12-22,2025-01-21,30,Medium,1.0,0,10.44,0.0,555
JerseyThick Shake,3.9,160.0,2024-11-25,2024-12-25,30,Medium,1.0,0,10.93,0.0,262
Milky MistToned,4.2,80.0,2023-01-13,2023-02-12,30,Medium,1.0,0,10.04,0.0,350
StoriaMilkshake -,3.9,225.0,2023-11-14,2023-12-14,30,Medium,1.0,0,10.19,0.0,511
"StoriaStrawberry Shake,",3.9,135.0,2023-04-10,2023-05-10,30,Medium,1.0,0,11.53,0.0,512
Bagrry'sPlant Based,3.8,350.0,2023-03-26,2023-04-25,30,Low,0.0,0,13.39,0.0,58
AmulPina Colada,3.9,35.0,2023-09-23,2023-10-23,30,Medium,1.0,0,11.96,0.0,43
NescafeIced Frappe,3.9,150.0,2023-05-21,2023-06-20,30,Medium,1.0,0,10.32,0.0,375
Godrej JerseyDoodh,3.9,125.0,2024-03-08,2024-04-07,30,Medium,1.0,0,11.43,0.0,217
"StoriaKesar Shake,",3.8,120.0,2023-08-27,2023-09-26,30,Low,0.0,0,14.99,0.0,509
Godrej JerseyKesar,3.8,30.0,2023-02-13,2023-03-15,30,Low,0.0,0,12.14,0.0,218
SofitSoya Kesar,4.1,140.0,2023-06-29,2023-07-29,30,Medium,1.0,0,11.69,0.0,500
HeritageFlavoured Milk,3.8,120.0,2025-03-29,2025-04-28,30,Low,0.0,89,13.48,0.0,235
HeritageFlavoured Milk,4.0,120.0,2023-06-02,2023-07-02,30,Medium,1.0,0,11.45,0.0,235
BritanniaWinkin Cow,3.9,35.0,2022-07-31,2022-08-30,30,Medium,1.0,0,11.39,0.0,101
CothasCold Coffee,3.8,80.0,2023-12-09,2024-01-08,30,Low,0.0,0,12.28,0.0,143
EpigamiaTurbo Vanilla,3.5,450.0,2022-08-08,2022-09-07,30,Low,0.0,0,14.92,0.0,182
SunfeastDark Fantasy,3.7,300.0,2023-12-07,2024-01-06,30,Low,0.0,0,12.72,0.0,520
EpigamiaTurbo Cookies,3.5,450.0,2024-01-06,2024-02-05,30,Low,0.0,0,13.91,0.0,181
"StoriaChocolate Shake,",4.1,135.0,2024-06-24,2024-07-24,30,Medium,1.0,0,11.63,0.0,508
Milky MistDouble,3.6,75.0,2024-03-12,2024-04-11,30,Low,0.0,0,13.38,0.0,348
CothasChoco Banana,3.6,55.0,2024-09-16,2024-10-16,30,Low,0.0,0,13.97,0.0,142
RealMilk Power,3.6,40.0,2024-11-10,2024-12-10,30,Low,0.0,0,14.72,0.0,461
Godrej JerseyKesar,3.8,30.0,2022-12-02,2023-01-01,30,Low,0.0,0,13.99,0.0,218
So GoodAlmond,3.8,325.0,2025-02-13,2025-03-15,30,Low,0.0,45,14.27,0.0,494
HeritageFlavoured Milk,3.8,120.0,2024-11-12,2024-12-12,30,Low,0.0,0,14.78,0.0,235
BritanniaWinkin Cow,3.9,35.0,2024-01-18,2024-02-17,30,Medium,1.0,0,11.66,0.0,101
CothasCold Coffee,3.8,80.0,2022-10-27,2022-11-26,30,Low,0.0,0,13.41,0.0,143
EpigamiaTurbo Vanilla,3.5,450.0,2024-11-08,2024-12-08,30,Low,0.0,0,12.45,0.0,182
So GoodPlant-Based,3.9,290.0,2022-12-19,2023-01-18,30,Medium,1.0,0,11.99,0.0,497
SunfeastDark Fantasy,3.7,300.0,2025-03-08,2025-04-07,30,Low,0.0,68,12.39,0.0,520
EpigamiaTurbo Cookies,3.5,450.0,2024-09-02,2024-10-02,30,Low,0.0,0,12.52,0.0,181
Milky MistDouble,3.6,75.0,2024-01-28,2024-02-27,30,Low,0.0,0,12.5,0.0,348
CothasChoco Banana,3.6,55.0,2024-09-01,2024-10-01,30,Low,0.0,0,14.48,0.0,142
RealMilk Power,3.6,40.0,2023-05-24,2023-06-23,30,Low,0.0,0,14.86,0.0,461
BoostMilkshake Nutrients,3.9,40.0,2024-12-11,2025-01-10,30,Medium,1.0,0,10.96,0.0,88
SofitAlmond Unsweetened,3.5,900.0,2023-02-01,2023-03-03,30,Low,0.0,0,14.13,0.0,498
Raw PresseryAlmond,3.3,975.0,2023-03-09,2023-04-08,30,Low,0.0,0,14.04,0.0,459
CothasCold Coffee,3.1,80.0,2023-01-15,2023-02-14,30,Low,0.0,0,12.24,0.0,143
SunfeastDark Fantasy,4.2,120.0,2023-10-27,2023-11-26,30,Medium,1.0,0,10.71,0.0,520
SofitAlmond Unsweetened,3.5,900.0,2022-12-16,2023-01-15,30,Low,0.0,0,12.08,0.0,498
AkshayakalpaOrganic Slim,3.8,540.0,2024-03-13,2024-04-12,30,Low,0.0,0,13.71,0.0,36
Raw PresseryAlmond,3.3,975.0,2025-02-19,2025-03-21,30,Low,0.0,51,14.49,0.0,459
So GoodPlant-Based,4.0,290.0,2024-04-22,2024-05-22,30,Medium,1.0,0,11.13,0.0,497
CothasCold Coffee,3.1,80.0,2023-06-23,2023-07-23,30,Low,0.0,0,12.59,0.0,143
BRUCold Coffee,3.7,240.0,2023-09-19,2023-10-19,30,Low,0.0,0,14.52,0.0,55
Tata CoffeeGold,3.5,125.0,2023-01-16,2023-02-15,30,Low,0.0,0,12.89,0.0,555
So GoodOat,3.7,325.0,2023-09-04,2023-10-04,30,Low,0.0,0,14.37,0.0,496
BRUCold Coffee,3.7,240.0,2023-01-27,2023-02-26,30,Low,0.0,0,12.75,0.0,55
Tata CoffeeGold,3.5,125.0,2024-09-20,2024-10-20,30,Low,0.0,0,13.2,0.0,555
So GoodOat,3.7,325.0,2025-01-20,2025-02-19,30,Low,0.0,21,13.97,13.62,496
CavinsStrawberry Milkshake,4.2,320.0,2024-07-02,2024-08-01,30,Medium,1.0,0,10.36,0.0,132
Raw PresseryReady,3.8,330.0,2025-03-29,2025-04-28,30,Low,0.0,89,12.55,0.0,460
NescafeReady To,4.2,135.0,2023-07-29,2023-08-28,30,Medium,1.0,0,11.09,0.0,378
CavinsChocolate Milkshake,4.2,320.0,2023-10-04,2023-11-03,30,Medium,1.0,0,11.07,0.0,126
PokkaMelon Milk,5.0,150.0,2023-04-20,2023-05-20,30,High,,0,8.0,0.0,437
Urban PlatterAlmond,3.9,1500.0,2023-01-12,2023-02-11,30,Medium,1.0,0,11.76,0.0,601
EpigamiaTurbo Chocolate,3.2,450.0,2024-11-10,2024-12-10,30,Low,0.0,0,13.17,0.0,180
Raw PresseryAlmond,3.6,975.0,2023-04-09,2023-05-09,30,Low,0.0,0,12.72,0.0,459
PokkaMelon Milk,5.0,150.0,2023-04-10,2023-05-10,30,High,,0,8.0,0.0,437
NescafeChoco Mocha,4.2,45.0,2023-09-22,2023-10-22,30,Medium,1.0,0,10.57,0.0,373
Tata SampannToor,4.0,130.0,2023-11-14,2023-12-14,30,Medium,1.0,0,11.14,0.0,577
bb PopularMoong,4.0,98.0,2023-07-17,2023-08-16,30,Medium,1.0,0,11.1,0.0,654
Tata SampannMasoor,4.1,154.0,2023-01-12,2023-02-11,30,Medium,1.0,0,11.69,0.0,566
bb RoyalBengali,4.1,260.0,2023-11-27,2023-12-27,30,Medium,1.0,0,10.91,0.0,672
Mai RasoiMasoor,3.9,141.0,2025-02-03,2025-03-05,30,Medium,1.0,35,10.97,0.0,326
bb SUPER,4.0,399.0,2022-11-11,2022-12-11,30,Medium,1.0,0,10.82,0.0,741
bb RoyalDouble,4.0,80.0,2023-04-09,2023-05-09,30,Medium,1.0,0,11.99,0.0,685
Safe HarvestMung,4.0,223.0,2022-12-06,2023-01-05,30,Medium,1.0,0,11.65,0.0,477
bb RoyalGreen,3.9,180.0,2025-03-06,2025-04-05,30,Medium,1.0,66,10.31,0.0,690
bb RoyalOrganic,3.9,249.0,2025-03-31,2025-04-30,30,Medium,1.0,91,10.38,0.0,713
bb RoyalFried,4.0,189.0,2023-03-01,2023-03-31,30,Medium,1.0,0,11.04,0.0,688
bb RoyalLobia/Alasandee,3.9,219.0,2024-11-21,2024-12-21,30,Medium,1.0,0,10.29,0.0,702
AashirvaadNature's Super,4.0,140.0,2025-03-22,2025-04-21,30,Medium,1.0,82,11.29,0.0,20
MayurankTarka Mix,4.2,84.0,2022-08-01,2022-08-31,30,Medium,1.0,0,11.68,0.0,345
MayurankChana Daal,4.0,78.0,2023-01-30,2023-03-01,30,Medium,1.0,0,10.23,0.0,341
Organic TattvaUrad,4.1,325.0,2023-08-11,2023-09-10,30,Medium,1.0,0,10.68,0.0,414
bb RoyalOrganic,4.0,257.0,2024-11-17,2024-12-17,30,Medium,1.0,0,10.76,0.0,713
Tata SampannUnpolished,4.1,94.0,2024-02-20,2024-03-21,30,Medium,1.0,0,11.5,0.0,579
Tata SampannUnpolished,4.0,245.0,2022-11-10,2022-12-10,30,Medium,1.0,0,11.72,0.0,579
Mai RasoiMix,3.6,209.0,2024-12-12,2025-01-11,30,Low,0.0,0,12.35,0.0,327
Phalada Pure,3.9,155.0,2024-05-09,2024-06-08,30,Medium,1.0,0,10.17,0.0,433
bb RoyalBellar,4.2,180.0,2024-07-07,2024-08-06,30,Medium,1.0,0,11.34,0.0,671
Dehaat Honest,4.1,330.0,2023-09-29,2023-10-29,30,Medium,1.0,0,10.56,0.0,158
Organic TattvaOrganic,3.6,235.0,2025-01-03,2025-02-02,30,Low,0.0,4,14.12,28.76,412
bb RoyalUrad,3.9,100.0,2023-09-19,2023-10-19,30,Medium,1.0,0,10.68,0.0,739
bb RoyalFried,3.9,199.0,2023-11-07,2023-12-07,30,Medium,1.0,0,10.63,0.0,688
Tata SampannOrganic Chana,4.3,240.0,2023-03-18,2023-04-17,30,Medium,1.0,0,11.49,0.0,569
Safe HarvestChana,3.9,179.0,2024-09-19,2024-10-19,30,Medium,1.0,0,10.7,0.0,473
Safe HarvestHorse,4.0,99.0,2022-11-20,2022-12-20,30,Medium,1.0,0,11.05,0.0,475
Organic TattvaRoasted,4.1,155.0,2024-02-08,2024-03-09,30,Medium,1.0,0,11.56,0.0,413
Organic TattvaOrganic,3.9,175.0,2022-12-02,2023-01-01,30,Medium,1.0,0,10.11,0.0,412
Organic TattvaOrganic,3.9,155.0,2022-08-12,2022-09-11,30,Medium,1.0,0,10.01,0.0,412
bb RoyalMasoor,4.0,280.0,2024-04-27,2024-05-27,30,Medium,1.0,0,10.29,0.0,708
Organic TattvaMoth,4.1,160.0,2024-10-05,2024-11-04,30,Medium,1.0,0,10.47,0.0,411
Dehaat Honest,4.1,200.0,2024-03-26,2024-04-25,30,Medium,1.0,0,10.16,0.0,158
AashirvaadOrganic Masur,4.4,260.0,2024-01-29,2024-02-28,30,Medium,1.0,0,10.11,0.0,24
Safe HarvestBengal,4.0,90.0,2024-10-23,2024-11-22,30,Medium,1.0,0,10.14,0.0,472
Safe HarvestMasoor,3.7,195.0,2025-02-11,2025-03-13,30,Low,0.0,43,14.39,0.0,476
Dehaat Honest,4.0,265.0,2024-01-22,2024-02-21,30,Medium,1.0,0,11.02,0.0,158
24 Mantra,4.0,525.0,2023-06-19,2023-07-19,30,Medium,1.0,0,11.91,0.0,1
bb RoyalUrad,3.9,40.0,2023-11-13,2023-12-13,30,Medium,1.0,0,11.77,0.0,739
Safe HarvestUrad,3.9,225.0,2023-11-23,2023-12-23,30,Medium,1.0,0,11.42,0.0,483
AashirvaadNature's Super,4.1,140.0,2024-09-14,2024-10-14,30,Medium,1.0,0,11.67,0.0,20
Sri Sri,4.7,225.0,2024-11-23,2024-12-23,30,High,,0,8.0,0.0,503
bb RoyalPunjabi,4.0,100.0,2023-12-25,2024-01-24,30,Medium,1.0,0,11.65,0.0,721
Just OrganikUrad,5.0,290.0,2024-10-18,2024-11-17,30,High,,0,8.0,0.0,267
bb RoyalOrganic,4.0,449.0,2023-07-13,2023-08-12,30,Medium,1.0,0,11.09,0.0,713
Tata SampannUnpolished,4.0,245.0,2022-12-28,2023-01-27,30,Medium,1.0,0,10.67,0.0,579
Mai RasoiMix,3.6,209.0,2024-08-09,2024-09-08,30,Low,0.0,0,12.45,0.0,327
Phalada Pure,3.9,155.0,2025-01-23,2025-02-22,30,Medium,1.0,24,10.44,3.24,433
bb RoyalBellar,4.2,180.0,2025-01-17,2025-02-16,30,Medium,1.0,18,10.35,7.45,671
Dehaat Honest,4.1,330.0,2023-05-17,2023-06-16,30,Medium,1.0,0,10.56,0.0,158
Organic TattvaOrganic,3.6,235.0,2024-12-29,2025-01-28,30,Low,0.0,0,14.06,0.0,412
bb RoyalUrad,3.9,100.0,2023-09-13,2023-10-13,30,Medium,1.0,0,11.79,0.0,739
Tata SampannOrganic Chana,4.3,240.0,2022-09-14,2022-10-14,30,Medium,1.0,0,10.51,0.0,569
Safe HarvestChana,3.9,179.0,2024-10-17,2024-11-16,30,Medium,1.0,0,11.1,0.0,473
Safe HarvestHorse,4.0,99.0,2023-08-29,2023-09-28,30,Medium,1.0,0,10.15,0.0,475
Organic TattvaRoasted,4.1,155.0,2023-10-20,2023-11-19,30,Medium,1.0,0,11.54,0.0,413
Organic TattvaOrganic,3.9,175.0,2024-09-02,2024-10-02,30,Medium,1.0,0,11.11,0.0,412
Organic TattvaOrganic,3.9,155.0,2022-10-28,2022-11-27,30,Medium,1.0,0,11.61,0.0,412
bb RoyalMasoor,3.9,160.0,2024-05-23,2024-06-22,30,Medium,1.0,0,11.87,0.0,708
Organic TattvaMoth,4.1,160.0,2023-08-12,2023-09-11,30,Medium,1.0,0,11.43,0.0,411
Dehaat Honest,4.1,200.0,2025-04-14,2025-05-14,30,Medium,1.0,105,10.57,0.0,158
AashirvaadOrganic Masur,4.4,260.0,2023-11-22,2023-12-22,30,Medium,1.0,0,11.11,0.0,24
Safe HarvestBengal,4.0,90.0,2022-09-17,2022-10-17,30,Medium,1.0,0,10.17,0.0,472
Safe HarvestMasoor,3.7,195.0,2025-03-11,2025-04-10,30,Low,0.0,71,14.64,0.0,476
Dehaat Honest,4.0,265.0,2025-02-25,2025-03-27,30,Medium,1.0,57,11.11,0.0,158
24 Mantra,4.0,525.0,2022-08-24,2022-09-23,30,Medium,1.0,0,11.36,0.0,1
bb RoyalMix,4.0,120.0,2024-09-17,2024-10-17,30,Medium,1.0,0,11.59,0.0,710
Safe HarvestUrad,3.9,225.0,2024-06-04,2024-07-04,30,Medium,1.0,0,10.68,0.0,483
AashirvaadNature's Super,4.1,140.0,2022-10-04,2022-11-03,30,Medium,1.0,0,10.54,0.0,20
Sri Sri,4.7,225.0,2023-06-29,2023-07-29,30,High,,0,8.0,0.0,503
bb RoyalPunjabi,4.0,100.0,2024-03-31,2024-04-30,30,Medium,1.0,0,11.08,0.0,721
Just OrganikUrad,5.0,290.0,2023-01-06,2023-02-05,30,High,,0,8.0,0.0,267
bb PopularMasoor,4.0,75.0,2024-10-12,2024-11-11,30,Medium,1.0,0,10.7,0.0,652
Tata SampannUnpolished,4.0,179.0,2023-06-10,2023-07-10,30,Medium,1.0,0,11.47,0.0,579
InstitutionalMoong Dal,5.0,850.0,2024-11-06,2024-12-06,30,High,,0,8.0,0.0,256
Tata SampannUrad,4.0,245.0,2024-12-12,2025-01-11,30,Medium,1.0,0,10.37,0.0,580
A+PLUSPulses -,5.0,95.0,2024-12-31,2025-01-30,30,High,,1,8.0,7.35,3
A+PLUSPulses -,5.0,85.0,2023-09-08,2023-10-08,30,High,,0,8.0,0.0,3
Sri Sri,5.0,185.0,2023-06-17,2023-07-17,30,High,,0,8.0,0.0,503
Terra GreensTur,4.9,369.0,2025-01-13,2025-02-12,30,High,,14,8.0,15.74,582
Phalada Pure,4.8,130.0,2023-09-18,2023-10-18,30,High,,0,8.0,0.0,433
PulsesmanBlack Urad,3.8,205.0,2024-11-14,2024-12-14,30,Low,0.0,0,12.46,0.0,450
InstitutionalMoong Dal,5.0,850.0,2023-02-03,2023-03-05,30,High,,0,8.0,0.0,256
bb RoyalOrganic,4.0,429.0,2024-05-31,2024-06-30,30,Medium,1.0,0,11.03,0.0,713
A+PLUSPulses -,5.0,95.0,2024-02-22,2024-03-23,30,High,,0,8.0,0.0,3
A+PLUSPulses -,5.0,85.0,2025-03-15,2025-04-14,30,High,,75,8.0,0.0,3
Sri Sri,5.0,185.0,2024-11-30,2024-12-30,30,High,,0,8.0,0.0,503
bb RoyalUrad,4.0,420.0,2022-09-08,2022-10-08,30,Medium,1.0,0,11.36,0.0,739
Terra GreensTur,4.9,369.0,2024-03-27,2024-04-26,30,High,,0,8.0,0.0,582
Phalada Pure,4.8,130.0,2023-02-15,2023-03-17,30,High,,0,8.0,0.0,433
PulsesmanBlack Urad,3.8,205.0,2024-08-26,2024-09-25,30,Low,0.0,0,12.67,0.0,450
bb RoyalOrganic,4.1,200.0,2024-07-18,2024-08-17,30,Medium,1.0,0,11.91,0.0,713
PulsesmanMoong Dal4.73,4.7,181.0,2022-12-06,2023-01-05,30,High,,0,8.0,0.0,451
Organic TattvaOrganic,4.2,170.0,2023-04-16,2023-05-16,30,Medium,1.0,0,11.84,0.0,412
Dehaat Honest,4.1,276.0,2022-12-23,2023-01-22,30,Medium,1.0,0,10.07,0.0,158
bb RoyalBB,3.7,50.0,2023-03-19,2023-04-18,30,Low,0.0,0,14.71,0.0,667
MayurankMoong Daal,4.5,95.0,2023-03-20,2023-04-19,30,Medium,1.0,0,11.54,0.0,343
FortuneMoong Dal,4.5,209.0,2025-01-25,2025-02-24,30,Medium,1.0,26,11.96,3.33,202
bb RoyalOrganic,4.0,1449.0,2024-07-17,2024-08-16,30,Medium,1.0,0,10.59,0.0,713
bb RoyalMoong,4.0,220.0,2022-12-06,2023-01-05,30,Medium,1.0,0,11.61,0.0,711
Tata SampannToor,4.4,149.0,2023-09-10,2023-10-10,30,Medium,1.0,0,10.28,0.0,577
MayurankArhar Daal,4.4,148.0,2023-07-08,2023-08-07,30,Medium,1.0,0,11.55,0.0,340
Tata SampannUnpolished,3.9,150.0,2023-12-20,2024-01-19,30,Medium,1.0,0,11.18,0.0,579
Organic TattvaMoong,3.7,285.0,2023-03-22,2023-04-21,30,Low,0.0,0,12.93,0.0,410
bb RoyalGreen,3.9,200.0,2022-12-31,2023-01-30,30,Medium,1.0,0,10.79,0.0,690
AashirvaadOrganic Urad,3.4,135.0,2023-06-10,2023-07-10,30,Low,0.0,0,13.64,0.0,25
Phalada Pure,3.9,145.0,2023-08-17,2023-09-16,30,Medium,1.0,0,10.76,0.0,433
Organic ShastraMasoor,4.3,210.0,2023-06-14,2023-07-14,30,Medium,1.0,0,10.37,0.0,406
bb RoyalHorse,4.0,42.0,2023-02-05,2023-03-07,30,Medium,1.0,0,11.49,0.0,691
PulsesmanMoong Dal4.73,4.7,181.0,2024-12-31,2025-01-30,30,High,,1,8.0,14.0,451
Organic TattvaOrganic,4.2,170.0,2022-11-05,2022-12-05,30,Medium,1.0,0,10.54,0.0,412
Dehaat Honest,4.1,276.0,2024-02-26,2024-03-27,30,Medium,1.0,0,10.76,0.0,158
bb RoyalOrganic,4.0,389.0,2023-10-21,2023-11-20,30,Medium,1.0,0,10.38,0.0,713
MayurankMoong Daal,4.5,95.0,2023-09-13,2023-10-13,30,Medium,1.0,0,11.67,0.0,343
FortuneMoong Dal,4.5,209.0,2025-03-06,2025-04-05,30,Medium,1.0,66,10.01,0.0,202
bb SUPER,3.9,185.0,2024-02-05,2024-03-06,30,Medium,1.0,0,11.55,0.0,741
Tata SampannToor,4.4,149.0,2024-07-06,2024-08-05,30,Medium,1.0,0,11.21,0.0,577
MayurankArhar Daal,4.4,148.0,2023-09-21,2023-10-21,30,Medium,1.0,0,11.07,0.0,340
